CPU Stats,Memory Stats,Network Stats,Up Time
"[3.3, 49.9]","[5.18, 34.1, 2.59]","[439517792, 590004012, 973001, 1184967]",178914.06
"[4.7, 50.5]","[5.18, 34.1, 2.59]","[439711616, 590102484, 973139, 1185048]",178915.07
"[2.3, 50.5]","[5.18, 34.1, 2.59]","[439769265, 590138019, 973223, 1185117]",178916.07
"[0.5, 50.5]","[5.18, 34.1, 2.59]","[439826409, 590168372, 973307, 1185186]",178917.07
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[439880015, 590196798, 973357, 1185222]",178918.08
"[1.7, 49.9]","[5.18, 34.1, 2.59]","[439934434, 590225923, 973415, 1185265]",178919.08
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[439990798, 590255730, 973491, 1185327]",178920.08
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[440047291, 590285907, 973568, 1185387]",178921.09
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[440104648, 590316416, 973652, 1185456]",178922.09
"[1.2, 48.3]","[5.18, 34.1, 2.58]","[440158685, 590345124, 973702, 1185494]",178923.09
"[0.5, 49.4]","[5.18, 34.1, 2.58]","[440213384, 590373977, 973762, 1185537]",178924.10
"[1.0, 49.4]","[5.18, 34.1, 2.58]","[440269978, 590404223, 973839, 1185598]",178925.10
"[4.3, 50.5]","[5.18, 34.1, 2.59]","[440331559, 590445271, 973937, 1185674]",178926.10
"[0.3, 48.8]","[5.18, 34.1, 2.59]","[440389840, 590477126, 974030, 1185749]",178927.11
"[1.2, 49.9]","[5.18, 34.1, 2.59]","[440444155, 590506075, 974083, 1185790]",178928.11
"[0.7, 51.0]","[5.18, 34.1, 2.59]","[440499123, 590535530, 974142, 1185836]",178929.11
"[1.8, 50.5]","[5.18, 34.1, 2.59]","[440556904, 590566079, 974224, 1185899]",178930.11
"[1.3, 49.4]","[5.18, 34.1, 2.59]","[440615429, 590601959, 974311, 1185967]",178931.12
"[3.3, 49.9]","[5.18, 34.2, 2.59]","[440674345, 590634059, 974409, 1186045]",178932.20
"[1.7, 49.4]","[5.18, 34.2, 2.59]","[440730712, 590667741, 974469, 1186086]",178933.21
"[1.0, 49.4]","[5.18, 34.2, 2.59]","[440785462, 590697347, 974521, 1186131]",178934.21
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[440842506, 590728261, 974596, 1186195]",178935.22
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[440900233, 590758971, 974679, 1186259]",178936.22
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[440958706, 590789636, 974768, 1186324]",178937.23
"[0.8, 49.4]","[5.18, 34.2, 2.59]","[441013519, 590819019, 974820, 1186365]",178938.33
"[1.2, 48.8]","[5.18, 34.2, 2.59]","[441068691, 590848187, 974874, 1186403]",178939.33
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[441126854, 590879021, 974959, 1186471]",178940.34
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[441184629, 590909854, 975038, 1186532]",178941.34
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[441242273, 590940728, 975116, 1186595]",178942.35
"[1.3, 48.3]","[5.18, 34.1, 2.58]","[441297336, 590969637, 975167, 1186629]",178943.35
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[441352627, 590998932, 975218, 1186666]",178944.36
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[441411089, 591030416, 975302, 1186738]",178945.37
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[441469478, 591061282, 975385, 1186803]",178946.37
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[441527637, 591092127, 975465, 1186861]",178947.37
"[2.0, 48.3]","[5.18, 34.1, 2.59]","[441582871, 591121679, 975517, 1186900]",178948.38
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[441638740, 591151076, 975575, 1186945]",178949.38
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[441697581, 591182281, 975660, 1187014]",178950.39
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[441757217, 591214587, 975748, 1187082]",178951.39
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[441815640, 591246289, 975824, 1187147]",178952.40
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[441872726, 591277187, 975888, 1187200]",178953.40
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[441930070, 591308291, 975953, 1187255]",178954.40
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[441989698, 591340707, 976042, 1187332]",178955.41
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[442051364, 591376431, 976132, 1187405]",178956.41
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[442110720, 591408633, 976214, 1187474]",178957.42
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[442167381, 591439103, 976273, 1187519]",178958.42
"[0.5, 47.2]","[5.18, 34.1, 2.59]","[442224316, 591468840, 976334, 1187562]",178959.43
"[0.5, 49.4]","[5.18, 34.1, 2.59]","[442282629, 591500155, 976407, 1187624]",178960.44
"[1.5, 48.8]","[5.18, 34.1, 2.58]","[442341749, 591531763, 976487, 1187688]",178961.44
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[442401011, 591563061, 976572, 1187754]",178962.44
"[1.0, 48.8]","[5.19, 34.1, 2.58]","[442457046, 591592424, 976622, 1187788]",178963.45
"[1.2, 48.8]","[5.19, 34.1, 2.58]","[442514452, 591623115, 976686, 1187838]",178964.45
"[2.5, 48.3]","[5.18, 34.1, 2.58]","[442573206, 591654507, 976762, 1187900]",178965.45
"[1.5, 47.2]","[5.19, 34.0, 2.58]","[442632611, 591685844, 976845, 1187965]",178966.46
"[1.3, 48.3]","[5.18, 34.1, 2.58]","[442691727, 591717466, 976922, 1188027]",178967.46
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[442748423, 591747666, 976975, 1188066]",178968.47
"[1.2, 48.3]","[5.18, 34.1, 2.58]","[442805815, 591777582, 977036, 1188108]",178969.47
"[0.5, 47.2]","[5.18, 34.1, 2.58]","[442864775, 591809207, 977111, 1188171]",178970.48
"[1.2, 48.8]","[5.18, 34.1, 2.58]","[442924835, 591841401, 977197, 1188240]",178971.48
"[1.2, 48.3]","[5.18, 34.1, 2.58]","[442984013, 591872495, 977272, 1188298]",178972.48
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[443040887, 591902815, 977325, 1188337]",178973.49
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[443098553, 591933513, 977386, 1188385]",178974.49
"[1.0, 49.9]","[5.18, 34.1, 2.58]","[443157914, 591964836, 977461, 1188446]",178975.50
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[443217938, 591996475, 977543, 1188509]",178976.50
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[443277166, 592028065, 977616, 1188567]",178977.51
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[443334867, 592059002, 977678, 1188615]",178978.51
"[0.8, 48.3]","[5.18, 34.1, 2.58]","[443393021, 592089494, 977740, 1188662]",178979.51
"[1.3, 48.3]","[5.18, 34.1, 2.58]","[443452915, 592121898, 977819, 1188732]",178980.52
"[2.0, 48.8]","[5.18, 34.1, 2.59]","[443513143, 592154130, 977901, 1188799]",178981.52
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[443572131, 592185103, 977969, 1188851]",178982.53
"[0.8, 48.3]","[5.18, 34.1, 2.58]","[443629883, 592215867, 978026, 1188893]",178983.53
"[1.2, 48.3]","[5.19, 34.1, 2.58]","[443687975, 592247008, 978086, 1188940]",178984.54
"[1.0, 47.7]","[5.18, 34.1, 2.58]","[443748159, 592278969, 978165, 1189004]",178985.54
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[443808821, 592311327, 978249, 1189070]",178986.55
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[443868275, 592342455, 978320, 1189123]",178987.55
"[1.2, 47.2]","[5.18, 34.1, 2.59]","[443926033, 592373426, 978376, 1189168]",178988.56
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[443984854, 592404091, 978441, 1189212]",178989.56
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[444045131, 592436168, 978518, 1189273]",178990.57
"[0.8, 48.8]","[5.18, 34.1, 2.58]","[444105986, 592468655, 978603, 1189340]",178991.57
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[444165760, 592500043, 978674, 1189394]",178992.58
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[444224125, 592531070, 978732, 1189435]",178993.58
"[1.5, 47.7]","[5.18, 34.1, 2.58]","[444283088, 592562326, 978796, 1189482]",178994.58
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[444343516, 592594124, 978872, 1189542]",178995.59
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[444404732, 592626850, 978956, 1189610]",178996.59
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[444464776, 592658650, 979028, 1189663]",178997.60
"[1.3, 47.2]","[5.18, 34.1, 2.59]","[444523108, 592689264, 979084, 1189703]",178998.60
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[444582380, 592720772, 979149, 1189753]",178999.61
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[444643204, 592752833, 979226, 1189815]",179000.61
"[0.8, 47.2]","[5.19, 34.1, 2.58]","[444704308, 592785493, 979306, 1189881]",179001.61
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[444764729, 592817040, 979380, 1189934]",179002.62
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[444823443, 592848442, 979437, 1189979]",179003.62
"[1.3, 47.7]","[5.18, 34.1, 2.59]","[444883364, 592880273, 979505, 1190030]",179004.63
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[444944295, 592912384, 979581, 1190092]",179005.63
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[445006393, 592945637, 979670, 1190165]",179006.63
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[445065997, 592977149, 979730, 1190210]",179007.64
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[445124601, 593007939, 979782, 1190248]",179008.64
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[445184561, 593039679, 979849, 1190297]",179009.65
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[445246195, 593072463, 979931, 1190361]",179010.65
"[1.0, 48.8]","[5.18, 34.1, 2.58]","[445307925, 593104815, 980012, 1190422]",179011.66
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[445368854, 593137579, 980085, 1190479]",179012.66
"[0.5, 48.8]","[5.18, 34.1, 2.59]","[445427813, 593168470, 980138, 1190515]",179013.67
"[1.8, 48.3]","[5.18, 34.1, 2.59]","[445488233, 593200330, 980204, 1190563]",179014.67
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[445549187, 593232294, 980274, 1190617]",179015.68
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[445611947, 593266008, 980361, 1190687]",179016.68
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[445672348, 593298155, 980426, 1190740]",179017.69
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[445731708, 593329346, 980481, 1190780]",179018.69
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[445792518, 593361646, 980551, 1190834]",179019.69
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[445854350, 593394648, 980629, 1190897]",179020.70
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[445917041, 593427561, 980716, 1190963]",179021.70
"[1.2, 48.8]","[5.18, 34.1, 2.59]","[445977327, 593459569, 980777, 1191011]",179022.71
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[446036932, 593491288, 980833, 1191053]",179023.71
"[2.2, 48.3]","[5.18, 34.1, 2.59]","[446098206, 593523379, 980905, 1191106]",179024.71
"[0.5, 48.3]","[5.18, 34.1, 2.59]","[446160210, 593556319, 980984, 1191167]",179025.72
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[446223252, 593589379, 981073, 1191234]",179026.72
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[446283995, 593621596, 981135, 1191283]",179027.73
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[446343712, 593652917, 981189, 1191322]",179028.73
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[446405322, 593685615, 981262, 1191378]",179029.73
"[2.0, 48.8]","[5.18, 34.1, 2.59]","[446467397, 593718735, 981339, 1191441]",179030.74
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[446531322, 593752418, 981433, 1191514]",179031.74
"[0.5, 47.2]","[5.18, 34.1, 2.59]","[446591802, 593784474, 981490, 1191558]",179032.75
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[446651780, 593816255, 981544, 1191597]",179033.75
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[446713532, 593848732, 981615, 1191649]",179034.76
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[446776371, 593882302, 981695, 1191711]",179035.86
"[0.7, 48.3]","[5.18, 34.1, 2.59]","[446839638, 593916158, 981780, 1191781]",179036.86
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[446900535, 593948283, 981839, 1191824]",179037.87
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[446961130, 593980532, 981898, 1191868]",179038.87
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[447023739, 594013367, 981974, 1191927]",179039.88
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[447086618, 594046970, 982054, 1191993]",179040.88
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[447150485, 594080591, 982143, 1192063]",179041.89
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[447211348, 594112980, 982200, 1192107]",179042.89
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[447271863, 594145243, 982254, 1192149]",179043.90
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[447334790, 594178214, 982331, 1192208]",179044.90
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[447397951, 594211713, 982410, 1192268]",179045.91
"[1.8, 49.4]","[5.18, 34.1, 2.59]","[447461821, 594245685, 982496, 1192336]",179046.91
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[447522976, 594277370, 982554, 1192374]",179047.92
"[1.2, 47.2]","[5.18, 34.1, 2.59]","[447584526, 594310053, 982615, 1192420]",179048.92
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[447648320, 594343903, 982700, 1192485]",179049.93
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[447711637, 594377096, 982781, 1192546]",179050.93
"[1.7, 48.3]","[5.18, 34.1, 2.59]","[447775683, 594411322, 982866, 1192617]",179051.94
"[0.5, 48.3]","[5.18, 34.1, 2.59]","[447837067, 594443104, 982923, 1192654]",179052.94
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[447898395, 594475814, 982982, 1192701]",179053.94
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[447962028, 594509102, 983063, 1192763]",179054.95
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[448025649, 594542947, 983141, 1192825]",179055.95
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[448090217, 594577243, 983229, 1192896]",179056.96
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[448151992, 594609396, 983289, 1192939]",179057.96
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[448213351, 594641891, 983346, 1192980]",179058.97
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[448277832, 594676206, 983426, 1193045]",179059.97
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[448341772, 594710033, 983507, 1193111]",179060.98
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[448420573, 594745198, 983608, 1193195]",179061.98
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[448482604, 594777903, 983667, 1193238]",179062.99
"[2.2, 48.3]","[5.18, 34.1, 2.59]","[448544302, 594809981, 983723, 1193279]",179063.99
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[448608431, 594844222, 983802, 1193346]",179064.99
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[448672453, 594877670, 983878, 1193403]",179066.00
"[1.5, 48.8]","[5.18, 34.1, 2.59]","[448737890, 594912460, 983969, 1193474]",179067.00
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[448799852, 594944708, 984026, 1193514]",179068.01
"[1.5, 48.3]","[5.18, 34.1, 2.59]","[448861809, 594977637, 984082, 1193557]",179069.01
"[1.2, 47.7]","[5.18, 34.1, 2.59]","[448926730, 595012134, 984168, 1193624]",179070.02
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[448990858, 595045976, 984245, 1193686]",179071.02
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[449056632, 595080910, 984337, 1193757]",179072.02
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[449119710, 595114523, 984399, 1193803]",179073.03
"[0.8, 47.7]","[5.18, 34.1, 2.59]","[449181724, 595146997, 984453, 1193842]",179074.03
"[0.8, 48.8]","[5.18, 34.1, 2.59]","[449246867, 595181652, 984538, 1193910]",179075.04
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[449311898, 595216175, 984623, 1193975]",179076.04
"[0.8, 47.2]","[5.18, 34.1, 2.59]","[449378498, 595251185, 984720, 1194047]",179077.05
"[1.5, 47.7]","[5.18, 34.1, 2.59]","[449440920, 595284103, 984774, 1194087]",179078.05
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[449503197, 595316601, 984828, 1194123]",179079.05
"[2.5, 48.8]","[5.18, 34.1, 2.59]","[449568444, 595351420, 984910, 1194190]",179080.06
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[449633410, 595385320, 984988, 1194249]",179081.06
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[449699438, 595420328, 985077, 1194318]",179082.07
"[1.0, 47.7]","[5.18, 34.1, 2.59]","[449762290, 595453518, 985134, 1194358]",179083.07
"[1.2, 48.3]","[5.18, 34.1, 2.59]","[449825466, 595486887, 985193, 1194402]",179084.08
"[0.8, 48.3]","[5.18, 34.1, 2.59]","[449890447, 595521592, 985271, 1194464]",179085.08
"[1.0, 48.3]","[5.18, 34.1, 2.59]","[449955868, 595556421, 985355, 1194531]",179086.09
"[1.7, 48.3]","[5.18, 34.1, 2.59]","[450022212, 595591241, 985444, 1194599]",179087.09
"[1.3, 46.6]","[5.18, 34.1, 2.59]","[450085649, 595624942, 985503, 1194645]",179088.10
"[2.5, 48.8]","[5.18, 34.1, 2.59]","[450151942, 595660741, 985566, 1194696]",179089.10
"[1.3, 48.3]","[5.18, 34.1, 2.59]","[450221169, 595699102, 985669, 1194782]",179090.10
"[3.3, 48.3]","[5.18, 34.1, 2.59]","[450302485, 595749203, 985810, 1194902]",179091.11
"[1.7, 47.2]","[5.18, 34.1, 2.59]","[450377389, 595792011, 985945, 1195021]",179092.11
"[3.0, 48.3]","[5.18, 34.1, 2.59]","[450440303, 595825351, 985996, 1195056]",179093.12
"[1.8, 49.4]","[5.18, 34.2, 2.59]","[450518036, 595865552, 986080, 1195118]",179094.12
"[0.8, 49.4]","[5.18, 34.1, 2.59]","[450585571, 595902135, 986177, 1195196]",179095.13
"[2.2, 48.8]","[5.18, 34.2, 2.59]","[450651249, 595937007, 986256, 1195258]",179096.13
"[0.8, 49.9]","[5.18, 34.1, 2.59]","[450718091, 595971928, 986345, 1195322]",179097.13
"[1.0, 48.8]","[5.18, 34.1, 2.59]","[450781498, 596005187, 986400, 1195360]",179098.14
"[2.7, 48.3]","[5.18, 34.2, 2.59]","[450846111, 596039488, 986464, 1195408]",179099.15
"[7.5, 49.9]","[5.18, 34.1, 2.59]","[450933203, 596094944, 986629, 1195557]",179100.15
"[0.8, 49.4]","[5.18, 34.2, 2.59]","[450999733, 596130108, 986716, 1195623]",179101.15
"[0.8, 50.5]","[5.18, 34.2, 2.59]","[451067123, 596166160, 986808, 1195696]",179102.16
"[2.3, 50.5]","[5.18, 34.2, 2.59]","[451150718, 596218336, 986955, 1195825]",179103.16
"[1.8, 49.4]","[5.17, 34.2, 2.6]","[451225657, 596262073, 987094, 1195947]",179104.17
"[1.7, 49.9]","[5.17, 34.2, 2.6]","[451300204, 596305020, 987225, 1196061]",179105.17
"[2.5, 47.7]","[5.17, 34.2, 2.6]","[451369834, 596342788, 987324, 1196143]",179106.18
"[30.2, 50.5]","[5.18, 34.2, 2.59]","[451437147, 596378247, 987412, 1196215]",179107.19
"[0.8, 51.0]","[5.18, 34.1, 2.59]","[451501804, 596412486, 987473, 1196261]",179108.19
"[0.8, 49.9]","[5.18, 34.2, 2.59]","[451566046, 596446439, 987528, 1196300]",179109.19
"[3.3, 51.0]","[5.18, 34.2, 2.59]","[451657529, 596505706, 987716, 1196474]",179110.20
"[0.8, 51.6]","[5.18, 34.2, 2.59]","[451724408, 596541179, 987797, 1196537]",179111.20
"[1.0, 50.5]","[5.17, 34.2, 2.59]","[451791760, 596576773, 987883, 1196603]",179112.20
"[2.8, 49.4]","[5.17, 34.2, 2.59]","[451856174, 596610287, 987941, 1196645]",179113.21
"[0.8, 49.4]","[5.17, 34.2, 2.59]","[451920847, 596644630, 987998, 1196688]",179114.21
"[34.5, 52.1]","[5.24, 33.4, 2.53]","[451991654, 596683792, 988102, 1196776]",179115.21
"[28.9, 51.6]","[5.23, 33.5, 2.54]","[452064983, 596725671, 988212, 1196867]",179116.22
"[26.5, 52.1]","[5.23, 33.5, 2.54]","[452132968, 596761208, 988301, 1196933]",179117.22
"[0.8, 52.1]","[5.23, 33.5, 2.54]","[452197321, 596795129, 988353, 1196972]",179118.23
"[1.2, 52.1]","[5.23, 33.5, 2.54]","[452261959, 596829227, 988406, 1197011]",179119.23
"[2.5, 49.9]","[5.23, 33.5, 2.54]","[452332774, 596867708, 988509, 1197095]",179120.24
"[0.8, 51.0]","[5.23, 33.5, 2.54]","[452400904, 596903867, 988597, 1197165]",179121.34
"[1.5, 49.4]","[5.23, 33.5, 2.54]","[452468150, 596939583, 988676, 1197229]",179122.34
"[0.8, 48.8]","[5.23, 33.5, 2.54]","[452532866, 596973259, 988731, 1197265]",179123.35
"[2.0, 50.5]","[5.23, 33.5, 2.54]","[452600398, 597009635, 988807, 1197322]",179124.35
"[1.3, 49.4]","[5.23, 33.4, 2.54]","[452670381, 597047226, 988910, 1197405]",179125.35
"[1.3, 49.9]","[5.23, 33.5, 2.54]","[452738418, 597082864, 988994, 1197470]",179126.36
"[0.8, 49.9]","[5.23, 33.5, 2.54]","[452805994, 597118498, 989073, 1197529]",179127.37
"[1.5, 49.9]","[5.23, 33.5, 2.54]","[452871163, 597152929, 989129, 1197568]",179128.37
"[3.3, 49.9]","[5.23, 33.5, 2.54]","[452938833, 597188611, 989199, 1197613]",179129.37
"[2.3, 49.9]","[5.23, 33.5, 2.54]","[453008778, 597225966, 989300, 1197696]",179130.38
"[0.8, 49.9]","[5.23, 33.5, 2.54]","[453077583, 597262713, 989388, 1197768]",179131.38
"[1.0, 49.4]","[5.23, 33.5, 2.54]","[453146054, 597299323, 989472, 1197837]",179132.38
"[0.8, 49.4]","[5.23, 33.5, 2.54]","[453211172, 597333281, 989523, 1197872]",179133.39
"[0.8, 48.8]","[5.23, 33.5, 2.54]","[453276614, 597367754, 989578, 1197909]",179134.39
"[1.5, 49.4]","[5.23, 33.5, 2.54]","[453345606, 597404641, 989667, 1197982]",179135.40
"[0.8, 48.8]","[5.23, 33.5, 2.54]","[453413825, 597440256, 989745, 1198042]",179136.41
"[1.2, 49.4]","[5.23, 33.5, 2.54]","[453481862, 597476407, 989822, 1198106]",179137.41
"[1.0, 48.8]","[5.23, 33.5, 2.54]","[453547556, 597511242, 989877, 1198148]",179138.41
"[1.0, 48.8]","[5.23, 33.5, 2.54]","[453614434, 597545824, 989944, 1198193]",179139.42
"[0.8, 48.3]","[5.23, 33.5, 2.54]","[453682547, 597581955, 990022, 1198256]",179140.42
"[0.8, 50.5]","[5.23, 33.5, 2.54]","[453751338, 597618214, 990105, 1198317]",179141.43
"[1.3, 48.3]","[5.23, 33.5, 2.54]","[453824937, 597658365, 990216, 1198405]",179142.43
"[2.5, 49.4]","[5.23, 33.5, 2.54]","[453897366, 597698786, 990312, 1198486]",179143.44
"[1.3, 49.4]","[5.23, 33.5, 2.54]","[453964999, 597734744, 990381, 1198538]",179144.44
"[5.5, 50.5]","[5.22, 33.6, 2.54]","[454077954, 597852237, 990499, 1198661]",179145.50
"[14.0, 49.9]","[5.21, 33.7, 2.55]","[454160096, 597917729, 990668, 1198810]",179146.51
"[0.8, 50.5]","[5.21, 33.7, 2.56]","[454286536, 597962698, 990793, 1198913]",179147.52
"[1.0, 50.5]","[5.21, 33.7, 2.56]","[454357527, 598056869, 990907, 1199024]",179148.52
"[1.0, 49.9]","[5.21, 33.7, 2.56]","[454427770, 598181258, 991011, 1199160]",179149.52
"[1.8, 51.6]","[5.21, 33.7, 2.56]","[454499537, 598327809, 991131, 1199333]",179150.53
"[22.1, 51.0]","[5.19, 34.0, 2.58]","[454635399, 598459500, 991298, 1199501]",179151.53
"[1.0, 51.6]","[5.19, 34.0, 2.58]","[454779867, 598497558, 991422, 1199591]",179152.54
"[2.0, 51.0]","[5.19, 34.0, 2.58]","[454906391, 598540125, 991534, 1199672]",179153.54
"[1.0, 51.6]","[5.19, 34.0, 2.58]","[454974108, 598576509, 991601, 1199725]",179154.54
"[0.5, 51.6]","[5.19, 34.1, 2.58]","[455043476, 598612793, 991681, 1199788]",179155.55
"[1.2, 51.0]","[5.19, 34.1, 2.58]","[455114618, 598654930, 991777, 1199864]",179156.55
"[2.0, 48.8]","[5.18, 34.1, 2.58]","[455187842, 598707158, 991884, 1199949]",179157.56
"[1.3, 50.5]","[5.19, 34.1, 2.58]","[455264282, 598768265, 992021, 1200079]",179158.56
"[4.0, 51.0]","[5.19, 34.1, 2.58]","[455350671, 598830694, 992212, 1200255]",179159.57
"[2.2, 50.5]","[5.19, 34.1, 2.58]","[455427396, 598891874, 992348, 1200389]",179160.57
"[3.0, 48.8]","[5.19, 34.1, 2.58]","[455507031, 598955282, 992506, 1200543]",179161.57
"[2.5, 50.5]","[5.19, 34.1, 2.58]","[455585726, 599017660, 992645, 1200678]",179162.58
"[3.3, 50.5]","[5.19, 34.1, 2.58]","[455671321, 599086233, 992788, 1200818]",179163.58
"[5.3, 50.5]","[5.19, 34.1, 2.58]","[455769810, 599189225, 993044, 1201081]",179164.59
"[3.5, 51.0]","[5.19, 34.1, 2.58]","[455905836, 599328593, 993254, 1201302]",179165.59
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[455976872, 599366159, 993343, 1201371]",179166.60
"[3.2, 49.9]","[5.18, 34.1, 2.59]","[456057473, 599408378, 993431, 1201439]",179167.60
"[0.5, 48.8]","[5.18, 34.1, 2.59]","[456125739, 599444605, 993497, 1201486]",179168.61
"[0.8, 50.5]","[5.18, 34.1, 2.59]","[456194351, 599480213, 993564, 1201533]",179169.61
"[1.2, 49.9]","[5.18, 34.1, 2.59]","[456264700, 599517358, 993645, 1201596]",179170.61
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[456338323, 599555185, 993732, 1201672]",179171.62
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[456407961, 599591273, 993807, 1201724]",179172.62
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[456476074, 599627256, 993867, 1201768]",179173.63
"[1.0, 49.4]","[5.18, 34.1, 2.59]","[456545424, 599663621, 993938, 1201818]",179174.63
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[456615751, 599700474, 994017, 1201882]",179175.63
"[1.0, 49.9]","[5.18, 34.1, 2.59]","[456686598, 599737903, 994101, 1201948]",179176.64
"[1.5, 49.9]","[5.18, 34.1, 2.59]","[456756052, 599774325, 994169, 1201997]",179177.64
